q,i,t,X,S,ID,C 
6,1,1,0,0,103,60 
6,1,2,0,0,90,50 
6,1,3,1,1,9,80 
6,1,4,1,1,70,50 
6,1,5,1,1,97,50 
6,1,6,0,0,22,60 
6,1,7,1,1,14,50 
6,1,8,1,1,71,70 
6,1,9,0,0,34,50 
6,1,10,1,1,26,50 
6,1,11,0,0,54,60 
6,1,12,0,0,53,60 
6,1,13,1,1,48,70 
6,1,14,0,0,121,60 
6,1,15,1,1,5,70 
6,1,16,1,0,25,50 
6,1,17,1,1,21,80 
6,1,18,1,0,104,60 
6,1,19,1,1,50,70 
6,1,20,0,0,112,70 
6,1,21,1,1,46,90 
6,1,22,1,1,51,60 
6,1,23,1,1,31,70 
6,1,24,1,1,29,50 
6,1,25,0,0,63,60 
6,1,26,1,1,30,60 
6,1,27,1,1,52,70 
6,1,28,1,1,61,70 
6,1,29,1,0,59,50 
6,1,30,1,0,123,60 
6,1,31,1,1,64,60 
6,1,32,0,0,111,60 
6,1,33,1,1,124,90 
6,1,34,0,0,98,60 
6,1,35,1,1,80,100 
6,1,36,1,1,79,90 
6,1,37,1,1,39,60 
6,1,38,1,1,37,60 
6,1,39,1,1,38,80 
6,1,40,1,1,7,60 
6,1,41,1,1,23,60 
6,1,42,1,0,12,70 
6,1,43,1,1,108,90 
6,1,44,1,1,56,80 
6,1,45,1,1,116,80 
6,1,46,1,1,81,70 
6,1,47,1,0,16,50 
6,1,48,0,1,27,60 
6,1,49,1,1,74,70 
6,1,50,1,1,89,50 
6,1,51,1,1,66,80 
6,1,52,1,1,73,80 
6,1,53,0,0,105,60 
6,1,54,1,1,106,70 
6,1,55,1,0,19,80 
6,1,56,1,0,8,90 
6,1,57,1,1,20,70 
6,1,58,1,1,3,70 
6,1,59,0,0,122,80 
6,1,60,1,1,94,90 
6,1,61,1,1,35,50 
6,1,62,1,1,95,90 
6,1,63,1,1,82,70 
6,2,1,0,0,102,70 
6,2,2,0,1,103,50 
6,2,3,0,0,70,60 
6,2,4,0,0,90,50 
6,2,5,0,1,9,80 
6,2,6,1,1,97,50 
6,2,7,0,0,22,80 
6,2,8,0,0,34,70 
6,2,9,0,1,71,50 
6,2,10,0,1,14,60 
6,2,11,0,0,26,100 
6,2,12,0,1,48,70 
6,2,13,0,0,54,60 
6,2,14,1,1,5,70 
6,2,15,0,1,121,100 
6,2,16,0,1,25,60 
6,2,17,0,1,21,90 
6,2,18,0,0,104,100 
6,2,19,1,1,50,80 
6,2,20,0,0,112,70 
6,2,21,0,1,46,70 
6,2,22,0,0,51,60 
6,2,23,1,1,30,60 
6,2,24,0,1,31,80 
6,2,25,1,1,29,50 
6,2,26,1,1,63,50 
6,2,27,0,0,45,80 
6,2,28,1,1,52,70 
6,2,29,0,1,59,60 
6,2,30,0,1,61,50 
6,2,31,0,1,64,60 
6,2,32,1,1,111,50 
6,2,33,1,1,79,90 
6,2,34,0,1,39,50 
6,2,35,0,1,98,50 
6,2,36,0,0,37,60 
6,2,37,0,0,80,100 
6,2,38,0,1,38,70 
6,2,39,0,1,7,50 
6,2,40,0,0,23,70 
6,2,41,0,0,84,70 
6,2,42,0,0,11,100 
6,2,43,0,0,12,100 
6,2,44,0,1,108,50 
6,2,45,1,1,81,60 
6,2,46,0,1,116,60 
6,2,47,0,1,16,50 
6,2,48,0,1,74,60 
6,2,49,0,0,89,50 
6,2,50,0,1,66,70 
6,2,51,1,1,73,50 
6,2,52,1,1,105,50 
6,2,53,0,1,106,60 
6,2,54,0,0,125,80 
6,2,55,0,1,19,80 
6,2,56,0,1,8,90 
6,2,57,0,0,1,70 
6,2,58,1,1,3,60 
6,2,59,1,1,20,60 
6,2,60,1,1,122,80 
6,2,61,1,0,35,60 
6,2,62,0,1,95,100 
6,2,63,1,1,82,50 
6,3,1,0,0,69,60 
6,3,2,1,1,102,80 
6,3,3,1,1,103,50 
6,3,4,1,1,71,80 
6,3,5,0,0,9,70 
6,3,6,1,1,97,70 
6,3,7,1,1,70,80 
6,3,8,1,1,34,60 
6,3,9,1,1,14,50 
6,3,10,1,1,53,60 
6,3,11,1,1,48,70 
6,3,12,1,1,5,80 
6,3,13,1,1,104,100 
6,3,14,1,0,42,80 
6,3,15,1,1,46,80 
6,3,16,1,0,41,50 
6,3,17,1,0,31,80 
6,3,18,1,1,30,80 
6,3,19,1,1,29,50 
6,3,20,1,1,45,90 
6,3,21,0,1,63,50 
6,3,22,1,1,61,70 
6,3,23,1,1,123,50 
6,3,24,1,0,59,60 
6,3,25,1,1,64,50 
6,3,26,1,0,2,90 
6,3,27,1,1,111,70 
6,3,28,1,1,124,90 
6,3,29,1,0,49,80 
6,3,30,1,1,79,90 
6,3,31,1,1,98,60 
6,3,32,1,1,39,70 
6,3,33,1,1,37,50 
6,3,34,1,1,38,90 
6,3,35,0,0,6,100 
6,3,36,1,1,7,90 
6,3,37,1,0,86,60 
6,3,38,1,1,84,70 
6,3,39,1,1,11,100 
6,3,40,1,1,12,100 
6,3,41,1,1,108,100 
6,3,42,1,0,114,60 
6,3,43,1,1,56,80 
6,3,44,1,1,16,80 
6,3,45,0,0,27,60 
6,3,46,1,1,74,80 
6,3,47,1,0,18,60 
6,3,48,1,1,66,80 
6,3,49,1,1,73,80 
6,3,50,1,1,105,50 
6,3,51,1,1,106,80 
6,3,52,1,0,125,80 
6,3,53,1,1,19,100 
6,3,54,1,0,10,60 
6,3,55,1,1,8,90 
6,3,56,1,1,20,90 
6,3,57,0,0,1,50 
6,3,58,1,0,94,90 
6,3,59,0,0,3,60 
6,3,60,1,0,93,60 
6,3,61,0,0,126,50 
6,3,62,1,1,35,60 
6,3,63,0,0,95,80 
6,4,1,1,1,69,50 
6,4,2,0,0,68,70 
6,4,3,1,1,102,70 
6,4,4,1,1,90,50 
6,4,5,1,1,26,70 
6,4,6,1,1,22,80 
6,4,7,1,1,121,90 
6,4,8,0,1,53,50 
6,4,9,1,0,120,50 
6,4,10,1,1,54,70 
6,4,11,1,1,5,80 
6,4,12,1,1,25,70 
6,4,13,1,1,21,100 
6,4,14,1,0,104,100 
6,4,15,0,0,50,70 
6,4,16,1,1,112,60 
6,4,17,1,1,42,100 
6,4,18,0,0,46,50 
6,4,19,1,1,41,70 
6,4,20,1,1,51,50 
6,4,21,1,0,45,80 
6,4,22,1,0,29,50 
6,4,23,1,1,30,70 
6,4,24,1,1,52,70 
6,4,25,1,1,59,80 
6,4,26,1,1,61,60 
6,4,27,1,1,123,100 
6,4,28,1,1,2,100 
6,4,29,1,0,111,50 
6,4,30,1,1,124,100 
6,4,31,1,0,32,70 
6,4,32,1,0,49,80 
6,4,33,1,0,80,50 
6,4,34,1,0,96,60 
6,4,35,0,0,37,50 
6,4,36,1,1,6,100 
6,4,37,1,1,23,60 
6,4,38,1,1,86,50 
6,4,39,1,1,84,60 
6,4,40,1,1,11,100 
6,4,41,1,1,56,80 
6,4,42,1,1,114,50 
6,4,43,1,1,116,100 
6,4,44,1,1,81,70 
6,4,45,0,0,72,60 
6,4,46,1,0,88,70 
6,4,47,1,1,27,60 
6,4,48,1,0,74,60 
6,4,49,1,1,89,50 
6,4,50,1,1,18,100 
6,4,51,1,0,65,100 
6,4,52,1,1,125,80 
6,4,53,1,0,33,90 
6,4,54,1,1,10,60 
6,4,55,1,1,122,80 
6,4,56,0,0,3,60 
6,4,57,1,1,93,60 
6,4,58,1,0,100,50 
6,4,59,1,1,1,50 
6,4,60,1,0,94,70 
6,4,61,1,1,126,90 
6,4,62,1,1,95,100 
6,4,63,1,1,82,90 
6,5,1,1,1,103,60 
6,5,2,0,0,69,50 
6,5,3,1,1,97,70 
6,5,4,1,1,9,80 
6,5,5,1,1,71,60 
6,5,6,1,1,102,80 
6,5,7,1,0,26,100 
6,5,8,1,0,34,60 
6,5,9,1,1,68,90 
6,5,10,1,0,70,70 
6,5,11,0,0,24,70 
6,5,12,1,1,14,60 
6,5,13,0,1,120,50 
6,5,14,1,0,54,50 
6,5,15,1,1,48,70 
6,5,16,1,0,92,60 
6,5,17,1,0,78,80 
6,5,18,1,1,42,80 
6,5,19,1,1,41,70 
6,5,20,1,0,31,80 
6,5,21,1,0,45,70 
6,5,22,1,1,63,50 
6,5,23,1,0,101,60 
6,5,24,1,0,28,100 
6,5,25,0,1,64,60 
6,5,26,1,1,2,100 
6,5,27,1,1,32,70 
6,5,28,1,1,49,80 
6,5,29,1,1,96,90 
6,5,30,1,1,98,60 
6,5,31,1,0,39,60 
6,5,32,1,1,38,80 
6,5,33,1,1,7,50 
6,5,34,1,1,6,100 
6,5,35,1,0,109,80 
6,5,36,1,0,86,50 
6,5,37,0,0,84,60 
6,5,38,0,0,87,50 
6,5,39,1,1,11,100 
6,5,40,1,1,12,90 
6,5,41,1,1,108,80 
6,5,42,1,1,114,50 
6,5,43,1,1,72,60 
6,5,44,1,1,88,80 
6,5,45,1,1,16,70 
6,5,46,1,0,74,60 
6,5,47,1,1,18,100 
6,5,48,1,1,65,100 
6,5,49,1,0,66,60 
6,5,50,1,1,73,70 
6,5,51,1,0,105,50 
6,5,52,1,1,106,60 
6,5,53,1,1,125,90 
6,5,54,1,1,33,90 
6,5,55,1,1,19,100 
6,5,56,1,1,10,70 
6,5,57,1,1,8,90 
6,5,58,1,1,20,90 
6,5,59,1,1,100,70 
6,5,60,1,1,126,60 
6,5,61,0,1,93,50 
6,5,62,1,1,35,60 
6,5,63,1,0,95,70 
6,6,1,0,0,67,70 
6,6,2,1,1,90,50 
6,6,3,1,1,69,60 
6,6,4,1,1,68,80 
6,6,5,1,0,26,50 
6,6,6,1,1,22,80 
6,6,7,1,0,97,50 
6,6,8,0,1,24,50 
6,6,9,1,1,121,70 
6,6,10,1,1,120,50 
6,6,11,0,1,53,50 
6,6,12,1,1,25,70 
6,6,13,1,1,21,100 
6,6,14,1,1,92,80 
6,6,15,1,1,50,50 
6,6,16,1,1,112,60 
6,6,17,1,1,78,80 
6,6,18,1,1,42,100 
6,6,19,1,0,41,50 
6,6,20,1,1,51,50 
6,6,21,1,1,52,70 
6,6,22,0,0,75,70 
6,6,23,1,1,28,100 
6,6,24,1,1,123,90 
6,6,25,1,0,101,70 
6,6,26,1,0,2,90 
6,6,27,1,1,124,100 
6,6,28,0,0,40,60 
6,6,29,1,0,32,60 
6,6,30,1,1,49,80 
6,6,31,1,1,79,90 
6,6,32,1,1,80,100 
6,6,33,1,1,96,80 
6,6,34,1,1,6,100 
6,6,35,1,1,109,90 
6,6,36,1,1,23,60 
6,6,37,1,1,86,50 
6,6,38,0,0,84,60 
6,6,39,1,0,87,50 
6,6,40,1,1,56,80 
6,6,41,1,1,116,100 
6,6,42,1,1,114,50 
6,6,43,1,0,115,70 
6,6,44,1,1,81,80 
6,6,45,1,0,72,50 
6,6,46,1,1,88,80 
6,6,47,1,0,16,60 
6,6,48,0,1,27,50 
6,6,49,1,1,89,50 
6,6,50,1,0,117,50 
6,6,51,1,1,18,100 
6,6,52,1,1,65,100 
6,6,53,1,0,83,50 
6,6,54,1,0,33,90 
6,6,55,1,1,10,70 
6,6,56,1,0,100,60 
6,6,57,1,0,1,50 
6,6,58,1,0,94,80 
6,6,59,1,1,122,80 
6,6,60,1,1,93,70 
6,6,61,1,1,126,60 
6,6,62,1,0,95,80 
6,6,63,1,1,82,90 
6,7,1,0,0,103,50 
6,7,2,0,1,102,70 
6,7,3,0,0,14,80 
6,7,4,0,1,67,50 
6,7,5,0,1,68,50 
6,7,6,1,1,24,50 
6,7,7,0,0,71,50 
6,7,8,0,1,34,60 
6,7,9,0,0,69,70 
6,7,10,0,1,9,80 
6,7,11,0,1,120,100 
6,7,12,0,0,48,70 
6,7,13,1,1,5,60 
6,7,14,0,0,21,100 
6,7,15,0,1,92,60 
6,7,16,0,1,104,100 
6,7,17,0,1,78,90 
6,7,18,0,0,46,90 
6,7,19,0,1,31,70 
6,7,20,0,1,30,60 
6,7,21,0,0,29,50 
6,7,22,0,1,45,80 
6,7,23,0,0,63,80 
6,7,24,1,1,61,60 
6,7,25,1,1,75,70 
6,7,26,0,1,101,70 
6,7,27,0,1,59,60 
6,7,28,0,1,28,100 
6,7,29,1,1,64,60 
6,7,30,0,0,2,100 
6,7,31,0,1,32,70 
6,7,32,1,1,40,70 
6,7,33,0,0,76,50 
6,7,34,1,1,98,50 
6,7,35,0,0,96,90 
6,7,36,1,1,37,50 
6,7,37,0,1,7,50 
6,7,38,0,0,109,80 
6,7,39,0,1,87,50 
6,7,40,0,1,11,70 
6,7,41,0,1,12,80 
6,7,42,0,1,115,70 
6,7,43,0,0,85,50 
6,7,44,0,1,72,70 
6,7,45,0,1,88,60 
6,7,46,0,0,27,70 
6,7,47,0,0,89,60 
6,7,48,1,1,117,50 
6,7,49,0,0,18,100 
6,7,50,0,1,65,100 
6,7,51,0,1,66,60 
6,7,52,0,1,83,50 
6,7,53,0,0,99,80 
6,7,54,0,1,125,60 
6,7,55,0,1,33,90 
6,7,56,0,1,8,90 
6,7,57,0,0,58,70 
6,7,58,0,0,20,90 
6,7,59,1,1,3,60 
6,7,60,0,1,100,50 
6,7,61,0,1,126,70 
6,7,62,0,1,35,60 
6,7,63,0,0,82,80 
6,8,1,0,0,90,50 
6,8,2,1,1,67,50 
6,8,3,0,0,24,70 
6,8,4,0,1,70,50 
6,8,5,0,0,22,70 
6,8,6,0,0,118,50 
6,8,7,0,1,68,50 
6,8,8,0,0,54,100 
6,8,9,0,1,121,100 
6,8,10,1,1,53,60 
6,8,11,0,1,120,70 
6,8,12,1,1,25,50 
6,8,13,0,0,92,70 
6,8,14,1,0,50,50 
6,8,15,1,1,112,60 
6,8,16,0,1,78,60 
6,8,17,0,1,42,100 
6,8,18,0,0,51,50 
6,8,19,0,1,41,50 
6,8,20,0,1,52,70 
6,8,21,0,0,60,100 
6,8,22,0,0,75,80 
6,8,23,0,1,101,80 
6,8,24,0,1,28,80 
6,8,25,0,1,111,60 
6,8,26,0,1,32,70 
6,8,27,0,1,76,50 
6,8,28,0,1,49,80 
6,8,29,0,1,79,50 
6,8,30,0,0,77,90 
6,8,31,0,1,39,60 
6,8,32,0,0,80,80 
6,8,33,1,1,40,70 
6,8,34,0,1,96,50 
6,8,35,0,1,38,50 
6,8,36,1,1,6,100 
6,8,37,0,1,109,80 
6,8,38,0,1,23,50 
6,8,39,1,1,87,50 
6,8,40,1,1,108,50 
6,8,41,0,0,116,100 
6,8,42,0,0,114,50 
6,8,43,1,1,81,70 
6,8,44,0,0,115,70 
6,8,45,1,1,85,50 
6,8,46,0,0,110,60 
6,8,47,1,1,72,50 
6,8,48,0,1,88,50 
6,8,49,0,1,117,50 
6,8,50,0,0,65,100 
6,8,51,0,0,83,60 
6,8,52,0,1,99,50 
6,8,53,1,1,73,50 
6,8,54,1,1,105,50 
6,8,55,1,1,106,50 
6,8,56,0,1,33,90 
6,8,57,0,1,19,60 
6,8,58,0,1,10,50 
6,8,59,1,1,58,50 
6,8,60,0,0,122,80 
6,8,61,1,1,100,50 
6,8,62,0,0,126,60 
6,8,63,0,0,95,70 
6,9,1,1,1,97,70 
6,9,2,1,1,102,70 
6,9,3,1,0,69,70 
6,9,4,1,1,103,60 
6,9,5,1,0,68,70 
6,9,6,1,1,118,90 
6,9,7,1,1,67,70 
6,9,8,1,1,34,60 
6,9,9,0,1,24,70 
6,9,10,1,1,5,80 
6,9,11,1,1,92,90 
6,9,12,0,0,50,70 
6,9,13,1,0,42,100 
6,9,14,1,1,78,70 
6,9,15,1,1,30,80 
6,9,16,1,1,31,90 
6,9,17,1,1,45,70 
6,9,18,0,1,63,50 
6,9,19,1,1,29,50 
6,9,20,1,1,60,100 
6,9,21,1,1,59,80 
6,9,22,1,1,61,80 
6,9,23,1,1,123,100 
6,9,24,1,0,75,80 
6,9,25,1,1,101,70 
6,9,26,1,1,28,100 
6,9,27,1,0,64,70 
6,9,28,1,1,124,100 
6,9,29,1,0,44,60 
6,9,30,1,1,77,80 
6,9,31,1,1,32,80 
6,9,32,0,0,40,70 
6,9,33,1,1,76,70 
6,9,34,1,1,98,60 
6,9,35,1,0,38,60 
6,9,36,1,0,7,50 
6,9,37,1,1,109,90 
6,9,38,1,1,86,50 
6,9,39,1,1,84,60 
6,9,40,1,1,87,70 
6,9,41,1,1,11,90 
6,9,42,0,0,55,60 
6,9,43,1,0,108,50 
6,9,44,1,1,56,80 
6,9,45,0,0,81,70 
6,9,46,1,1,115,70 
6,9,47,1,1,85,50 
6,9,48,1,1,110,60 
6,9,49,1,1,117,70 
6,9,50,1,0,65,100 
6,9,51,1,0,66,50 
6,9,52,1,1,83,50 
6,9,53,1,0,73,50 
6,9,54,1,1,99,50 
6,9,55,1,0,106,60 
6,9,56,1,0,125,50 
6,9,57,1,1,33,90 
6,9,58,1,1,8,90 
6,9,59,1,1,58,50 
6,9,60,1,1,1,60 
6,9,61,0,0,3,60 
6,9,62,1,0,93,50 
6,9,63,1,0,94,60 
6,10,1,1,1,22,70 
6,10,2,0,0,102,70 
6,10,3,1,1,70,60 
6,10,4,1,1,118,50 
6,10,5,0,0,9,80 
6,10,6,0,0,67,50 
6,10,7,0,0,71,60 
6,10,8,0,1,14,50 
6,10,9,1,1,24,50 
6,10,10,1,1,120,50 
6,10,11,1,1,121,60 
6,10,12,1,1,48,60 
6,10,13,1,1,21,100 
6,10,14,1,0,104,50 
6,10,15,0,0,112,60 
6,10,16,1,1,46,50 
6,10,17,1,0,41,50 
6,10,18,0,1,51,50 
6,10,19,0,0,43,80 
6,10,20,0,0,45,80 
6,10,21,1,1,60,60 
6,10,22,1,1,75,80 
6,10,23,1,1,28,60 
6,10,24,1,1,2,70 
6,10,25,1,1,111,70 
6,10,26,1,1,77,70 
6,10,27,1,1,80,90 
6,10,28,1,1,40,70 
6,10,29,1,1,79,50 
6,10,30,1,1,76,100 
6,10,31,1,1,49,80 
6,10,32,1,1,37,50 
6,10,33,1,1,96,70 
6,10,34,0,0,39,50 
6,10,35,1,1,44,80 
6,10,36,0,0,38,50 
6,10,37,1,1,6,100 
6,10,38,1,0,23,60 
6,10,39,1,1,109,70 
6,10,40,1,1,12,70 
6,10,41,1,0,55,60 
6,10,42,1,1,116,70 
6,10,43,0,0,115,50 
6,10,44,1,1,85,50 
6,10,45,1,1,72,50 
6,10,46,1,1,110,70 
6,10,47,1,0,88,50 
6,10,48,1,1,16,70 
6,10,49,1,1,74,60 
6,10,50,1,1,117,70 
6,10,51,1,0,18,70 
6,10,52,1,1,83,60 
6,10,53,1,1,99,50 
6,10,54,1,0,73,50 
6,10,55,1,1,105,50 
6,10,56,1,1,19,70 
6,10,57,0,0,10,50 
6,10,58,1,1,58,80 
6,10,59,0,0,20,70 
6,10,60,0,0,3,60 
6,10,61,1,1,100,70 
6,10,62,0,0,126,70 
6,10,63,0,1,35,50 
6,11,1,0,0,103,50 
6,11,2,0,0,69,70 
6,11,3,1,1,118,70 
6,11,4,0,0,71,60 
6,11,5,0,1,90,60 
6,11,6,0,0,26,70 
6,11,7,0,0,97,60 
6,11,8,0,1,67,50 
6,11,9,1,0,53,50 
6,11,10,0,1,54,50 
6,11,11,1,1,5,60 
6,11,12,1,1,25,60 
6,11,13,0,0,92,80 
6,11,14,0,1,78,60 
6,11,15,1,0,51,50 
6,11,16,0,0,41,60 
6,11,17,0,0,30,80 
6,11,18,0,1,29,50 
6,11,19,0,1,43,70 
6,11,20,0,1,52,70 
6,11,21,0,1,60,100 
6,11,22,1,1,59,60 
6,11,23,1,1,61,60 
6,11,24,0,1,123,70 
6,11,25,0,1,75,80 
6,11,26,1,1,101,60 
6,11,27,0,0,28,60 
6,11,28,1,0,64,60 
6,11,29,0,1,124,60 
6,11,30,0,1,32,70 
6,11,31,1,1,40,60 
6,11,32,1,1,44,60 
6,11,33,1,1,77,60 
6,11,34,0,0,79,70 
6,11,35,0,0,98,50 
6,11,36,0,1,76,50 
6,11,37,0,0,96,50 
6,11,38,1,1,109,70 
6,11,39,0,1,86,50 
6,11,40,0,0,23,50 
6,11,41,0,1,87,50 
6,11,42,1,1,11,60 
6,11,43,0,0,12,70 
6,11,44,0,1,55,60 
6,11,45,0,1,56,80 
6,11,46,0,1,114,50 
6,11,47,0,0,116,50 
6,11,48,1,1,115,60 
6,11,49,0,1,85,50 
6,11,50,0,0,110,70 
6,11,51,0,0,88,50 
6,11,52,1,1,27,50 
6,11,53,1,1,89,50 
6,11,54,1,1,117,50 
6,11,55,0,1,83,50 
6,11,56,0,1,99,50 
6,11,57,0,1,58,50 
6,11,58,1,1,1,50 
6,11,59,0,1,94,60 
6,11,60,0,1,93,50 
6,11,61,0,0,100,60 
6,11,62,1,1,122,70 
6,11,63,0,1,82,80 
6,12,1,1,1,118,70 
6,12,2,1,1,68,70 
6,12,3,0,0,9,80 
6,12,4,0,0,26,50 
6,12,5,1,1,67,50 
6,12,6,1,1,70,60 
6,12,7,1,1,34,60 
6,12,8,1,1,14,50 
6,12,9,0,0,5,60 
6,12,10,1,0,25,50 
6,12,11,1,1,104,80 
6,12,12,0,0,92,60 
6,12,13,0,0,112,60 
6,12,14,1,1,46,60 
6,12,15,0,0,78,60 
6,12,16,1,1,31,70 
6,12,17,1,1,63,70 
6,12,18,1,1,43,70 
6,12,19,0,0,52,70 
6,12,20,1,1,60,100 
6,12,21,0,0,61,70 
6,12,22,1,0,75,80 
6,12,23,1,1,2,70 
6,12,24,0,0,32,70 
6,12,25,1,1,40,60 
6,12,26,0,0,76,70 
6,12,27,1,1,44,70 
6,12,28,1,1,39,50 
6,12,29,1,1,77,70 
6,12,30,1,1,37,50 
6,12,31,1,1,7,50 
6,12,32,1,1,6,100 
6,12,33,0,1,84,60 
6,12,34,1,1,108,70 
6,12,35,1,1,55,60 
6,12,36,0,0,81,60 
6,12,37,1,1,115,60 
6,12,38,0,1,85,50 
6,12,39,1,1,72,50 
6,12,40,0,1,110,60 
6,12,41,1,1,16,60 
6,12,42,0,0,27,50 
6,12,43,0,0,89,50 
6,12,44,1,1,117,70 
6,12,45,1,1,65,100 
6,12,46,1,1,66,70 
6,12,47,1,1,83,70 
6,12,48,1,1,99,50 
6,12,49,1,1,105,50 
6,12,50,1,1,106,50 
6,12,51,1,1,125,70 
6,12,52,1,1,33,80 
6,12,53,1,1,19,70 
6,12,54,1,1,10,60 
6,12,55,1,1,8,60 
6,12,56,1,1,58,50 
6,12,57,1,0,122,70 
6,12,58,0,0,3,60 
6,12,59,0,0,20,60 
6,12,60,1,0,93,60 
6,12,61,1,1,35,60 
6,12,62,1,0,95,70 
6,12,63,1,0,82,70 
6,13,1,0,1,90,50 
6,13,2,0,0,9,70 
6,13,3,0,1,118,50 
6,13,4,0,1,22,60 
6,13,5,1,1,97,50 
6,13,6,0,0,70,70 
6,13,7,1,1,24,70 
6,13,8,0,1,54,50 
6,13,9,0,1,53,50 
6,13,10,0,1,120,50 
6,13,11,0,1,121,70 
6,13,12,1,1,48,60 
6,13,13,1,1,21,70 
6,13,14,1,1,50,50 
6,13,15,0,0,112,60 
6,13,16,0,1,42,70 
6,13,17,1,1,31,50 
6,13,18,0,1,30,60 
6,13,19,1,1,45,70 
6,13,20,0,1,29,50 
6,13,21,1,1,63,70 
6,13,22,0,1,43,60 
6,13,23,0,0,52,70 
6,13,24,0,1,60,60 
6,13,25,1,1,59,70 
6,13,26,0,1,123,60 
6,13,27,1,1,101,80 
6,13,28,0,1,111,50 
6,13,29,0,1,124,60 
6,13,30,1,1,98,50 
6,13,31,0,1,49,50 
6,13,32,0,0,40,70 
6,13,33,0,0,77,60 
6,13,34,1,1,80,70 
6,13,35,0,0,44,80 
6,13,36,1,1,76,60 
6,13,37,1,1,7,50 
6,13,38,0,0,6,100 
6,13,39,1,1,109,70 
6,13,40,0,1,86,50 
6,13,41,0,0,84,70 
6,13,42,1,1,87,50 
6,13,43,1,1,11,60 
6,13,44,0,0,12,70 
6,13,45,0,0,56,70 
6,13,46,0,1,114,50 
6,13,47,0,0,55,60 
6,13,48,1,0,85,50 
6,13,49,0,1,110,60 
6,13,50,0,0,16,60 
6,13,51,1,1,74,50 
6,13,52,0,0,89,50 
6,13,53,1,1,18,80 
6,13,54,1,1,99,50 
6,13,55,0,0,10,70 
6,13,56,0,0,8,60 
6,13,57,1,1,58,50 
6,13,58,1,0,20,60 
6,13,59,1,0,1,50 
6,13,60,1,0,122,60 
6,13,61,0,1,94,60 
6,13,62,0,1,126,60 
6,13,63,0,0,15,70 
6,14,1,1,1,103,50 
6,14,2,1,0,102,70 
6,14,3,1,1,68,80 
6,14,4,0,0,97,60 
6,14,5,1,1,118,50 
6,14,6,0,0,22,50 
6,14,7,1,1,71,80 
6,14,8,1,0,26,50 
6,14,9,0,0,67,50 
6,14,10,1,0,34,60 
6,14,11,1,1,14,50 
6,14,12,0,0,121,60 
6,14,13,0,0,54,50 
6,14,14,0,1,120,50 
6,14,15,1,1,48,70 
6,14,16,1,0,25,60 
6,14,17,1,1,21,100 
6,14,18,1,1,104,70 
6,14,19,0,1,46,60 
6,14,20,1,1,41,60 
6,14,21,0,0,51,50 
6,14,22,0,0,43,70 
6,14,23,1,0,119,90 
6,14,24,1,1,60,90 
6,14,25,0,1,75,90 
6,14,26,1,1,64,60 
6,14,27,1,1,2,70 
6,14,28,1,1,111,60 
6,14,29,1,1,79,70 
6,14,30,1,1,76,100 
6,14,31,1,1,77,70 
6,14,32,1,1,39,60 
6,14,33,1,1,44,70 
6,14,34,1,1,96,60 
6,14,35,1,1,37,50 
6,14,36,1,1,38,60 
6,14,37,1,0,7,50 
6,14,38,0,0,6,90 
6,14,39,0,0,109,50 
6,14,40,1,0,11,60 
6,14,41,1,1,108,80 
6,14,42,1,0,55,60 
6,14,43,1,1,115,60 
6,14,44,0,0,85,50 
6,14,45,1,1,72,50 
6,14,46,1,1,88,50 
6,14,47,0,1,110,50 
6,14,48,1,1,74,60 
6,14,49,1,1,117,80 
6,14,50,1,0,18,70 
6,14,51,1,1,65,100 
6,14,52,1,1,66,60 
6,14,53,1,1,83,80 
6,14,54,1,1,73,70 
6,14,55,1,1,105,50 
6,14,56,0,0,106,60 
6,14,57,1,1,125,70 
6,14,58,1,0,33,80 
6,14,59,1,1,19,90 
6,14,60,1,1,58,50 
6,14,61,1,1,100,60 
6,14,62,0,1,35,70 
6,14,63,1,1,15,60 
6,15,1,0,0,69,50 
6,15,2,0,0,17,80 
6,15,3,1,1,90,60 
6,15,4,0,0,118,50 
6,15,5,0,0,70,60 
6,15,6,1,1,24,60 
6,15,7,1,1,53,50 
6,15,8,1,1,5,70 
6,15,9,0,0,57,60 
6,15,10,1,1,92,60 
6,15,11,1,1,50,50 
6,15,12,1,1,42,80 
6,15,13,0,0,78,50 
6,15,14,1,1,30,70 
6,15,15,1,1,31,70 
6,15,16,0,1,45,70 
6,15,17,1,1,29,50 
6,15,18,1,1,63,80 
6,15,19,1,1,43,70 
6,15,20,1,1,119,70 
6,15,21,1,1,60,60 
6,15,22,0,0,101,60 
6,15,23,1,1,61,50 
6,15,24,0,1,59,60 
6,15,25,1,1,123,60 
6,15,26,0,1,28,70 
6,15,27,0,0,64,50 
6,15,28,0,0,2,50 
6,15,29,1,1,124,70 
6,15,30,0,1,32,70 
6,15,31,1,1,49,60 
6,15,32,0,1,98,50 
6,15,33,0,0,96,50 
6,15,34,1,1,44,50 
6,15,35,1,1,80,70 
6,15,36,0,0,40,70 
6,15,37,1,1,77,70 
6,15,38,0,0,76,100 
6,15,39,0,1,86,60 
6,15,40,0,1,23,50 
6,15,41,1,1,87,60 
6,15,42,0,0,11,70 
6,15,43,1,1,56,50 
6,15,44,1,1,114,50 
6,15,45,0,1,116,50 
6,15,46,0,1,55,60 
6,15,47,1,1,81,70 
6,15,48,0,0,72,50 
6,15,49,0,0,110,50 
6,15,50,1,1,27,50 
