q,i,t,X,S,ID,C 
7,89,30,1,1,195,90 
7,89,31,1,1,196,60 
7,89,32,1,1,38,70 
7,89,33,1,1,145,100 
7,89,34,1,1,151,60 
7,89,35,1,1,146,100 
7,89,36,1,0,147,100 
7,89,37,1,1,150,80 
7,89,38,1,1,154,100 
7,89,39,1,1,155,90 
7,89,40,1,0,133,60 
7,89,41,1,1,176,90 
7,89,42,1,1,175,100 
7,89,43,1,1,140,100 
7,89,44,1,1,137,90 
7,89,45,1,1,131,80 
7,89,46,1,1,180,70 
7,89,47,1,1,183,90 
7,89,48,1,1,184,90 
7,89,49,1,1,44,60 
7,89,50,1,0,187,50 
7,89,51,1,1,189,90 
7,89,52,1,1,186,100 
7,90,1,1,1,35,60 
7,90,2,1,1,76,60 
7,90,3,1,1,112,70 
7,90,4,1,1,51,70 
7,90,5,1,1,171,70 
7,90,6,1,1,78,80 
7,90,7,1,1,79,60 
7,90,8,1,1,128,80 
7,90,9,0,0,130,80 
7,90,10,1,1,12,90 
7,90,11,1,1,55,70 
7,90,12,1,1,135,100 
7,90,13,1,0,190,70 
7,90,14,1,1,143,80 
7,90,15,1,0,139,80 
7,90,16,1,1,193,90 
7,90,17,1,0,9,50 
7,90,18,1,1,17,90 
7,90,19,1,1,157,90 
7,90,20,1,1,158,100 
7,90,21,1,1,46,80 
7,90,22,1,1,32,70 
7,90,23,1,1,161,90 
7,90,24,1,1,163,80 
7,90,25,1,1,22,90 
7,90,26,1,1,69,80 
7,90,27,1,1,164,70 
7,90,28,1,0,68,70 
7,90,29,1,1,168,60 
7,90,30,1,1,170,90 
7,90,31,1,0,173,70 
7,90,32,1,1,33,100 
7,90,33,0,0,172,60 
7,90,34,1,1,174,100 
7,90,35,1,0,196,60 
7,90,36,1,1,152,100 
7,90,37,1,0,148,60 
7,90,38,1,1,153,80 
7,90,39,1,1,147,100 
7,90,40,1,1,155,90 
7,90,41,1,0,156,90 
7,90,42,1,1,133,80 
7,90,43,1,0,176,90 
7,90,44,1,1,178,90 
7,90,45,1,1,180,80 
7,90,46,1,1,60,100 
7,90,47,1,1,184,100 
7,90,48,1,1,44,60 
7,90,49,1,1,187,80 
7,90,50,1,1,65,100 
7,90,51,1,1,194,100 
7,90,52,1,1,188,80 
7,90,53,1,0,189,80 
7,90,54,1,1,192,70 
7,90,55,1,1,191,90 
7,91,1,1,1,29,80 
7,91,2,1,1,78,90 
7,91,3,1,1,130,70 
7,91,4,1,1,132,100 
7,91,5,1,0,77,70 
7,91,6,1,1,97,100 
7,91,7,1,1,135,100 
7,91,8,1,1,11,90 
7,91,9,1,0,136,60 
7,91,10,1,1,12,100 
7,91,11,1,1,134,100 
7,91,12,1,1,139,70 
7,91,13,1,1,9,80 
7,91,14,1,1,138,80 
7,91,15,1,1,193,90 
7,91,16,1,1,144,70 
7,91,17,1,1,17,90 
7,91,18,1,0,36,60 
7,91,19,1,0,157,50 
7,91,20,1,0,158,100 
7,91,21,1,0,163,80 
7,91,22,1,0,69,50 
7,91,23,1,0,164,50 
7,91,24,1,1,71,90 
7,91,25,1,1,64,100 
7,91,26,1,1,26,100 
7,91,27,1,1,169,100 
7,91,28,1,1,172,70 
7,91,29,1,1,33,100 
7,91,30,1,1,38,70 
7,91,31,0,1,149,50 
7,91,32,1,1,145,100 
7,91,33,1,0,147,100 
7,91,34,1,1,146,60 
7,91,35,1,1,151,90 
7,91,36,1,1,152,100 
7,91,37,1,1,153,80 
7,91,38,1,1,123,100 
7,91,39,1,1,155,80 
7,91,40,1,1,57,100 
7,91,41,1,1,156,90 
7,91,42,0,0,37,50 
7,91,43,1,1,175,100 
7,91,44,1,1,176,90 
7,91,45,1,0,137,90 
7,91,46,1,1,178,80 
7,91,47,1,1,179,100 
7,91,48,1,1,180,70 
7,91,49,1,1,182,80 
7,91,50,1,1,184,100 
7,91,51,1,1,183,70 
7,91,52,1,1,188,60 
7,91,53,1,1,65,100 
7,91,54,1,1,192,70 
7,91,55,1,0,189,90 
7,91,56,1,1,191,90 
7,92,1,1,1,79,90 
7,92,2,1,1,83,70 
7,92,3,0,0,80,70 
7,92,4,1,1,130,70 
7,92,5,1,1,51,70 
7,92,6,1,1,171,80 
7,92,7,1,1,35,80 
7,92,8,1,0,41,60 
7,92,9,1,1,97,80 
7,92,10,1,1,129,90 
7,92,11,0,0,190,70 
7,92,12,1,1,136,100 
7,92,13,1,1,11,70 
7,92,14,0,0,9,70 
7,92,15,1,1,135,80 
7,92,16,1,1,193,90 
7,92,17,1,1,158,80 
7,92,18,1,1,36,80 
7,92,19,1,0,46,80 
7,92,20,1,1,32,100 
7,92,21,1,1,22,80 
7,92,22,1,1,71,80 
7,92,23,1,1,69,60 
7,92,24,1,1,164,70 
7,92,25,1,1,167,60 
7,92,26,1,1,68,80 
7,92,27,1,0,26,90 
7,92,28,1,1,169,80 
7,92,29,1,0,33,80 
7,92,30,1,1,196,60 
7,92,31,1,1,145,90 
7,92,32,1,1,146,70 
7,92,33,0,0,149,100 
7,92,34,1,1,148,80 
7,92,35,1,1,153,80 
7,92,36,1,1,151,80 
7,92,37,1,0,150,80 
7,92,38,1,0,152,100 
7,92,39,1,1,147,100 
7,92,40,1,1,154,100 
7,92,41,1,1,156,90 
7,92,42,1,1,155,90 
7,92,43,1,0,133,50 
7,92,44,1,1,178,90 
7,92,45,1,1,25,50 
7,92,46,1,0,184,50 
7,92,47,1,1,181,100 
7,92,48,1,1,44,60 
7,92,49,1,1,186,100 
7,92,50,1,1,187,100 
7,92,51,1,1,65,100 
7,92,52,1,1,185,70 
7,92,53,1,1,192,70 
7,92,54,1,0,191,60 
7,93,1,1,1,77,100 
7,93,2,1,1,78,80 
7,93,3,1,1,83,70 
7,93,4,1,1,132,100 
7,93,5,1,1,35,80 
7,93,6,1,1,112,70 
7,93,7,1,1,171,80 
7,93,8,1,0,97,50 
7,93,9,1,1,130,80 
7,93,10,1,1,127,100 
7,93,11,1,1,55,90 
7,93,12,1,1,136,100 
7,93,13,1,1,138,80 
7,93,14,1,1,142,100 
7,93,15,1,0,193,90 
7,93,16,1,0,17,70 
7,93,17,1,1,160,90 
7,93,18,1,1,28,100 
7,93,19,1,1,36,100 
7,93,20,1,0,46,80 
7,93,21,1,1,162,100 
7,93,22,1,1,164,70 
7,93,23,1,1,71,100 
7,93,24,1,0,69,80 
7,93,25,1,1,167,90 
7,93,26,1,1,165,60 
7,93,27,1,1,26,100 
7,93,28,1,1,173,100 
7,93,29,1,0,170,90 
7,93,30,1,0,195,50 
7,93,31,1,0,38,70 
7,93,32,1,0,146,90 
7,93,33,1,1,154,100 
7,93,34,1,1,123,60 
7,93,35,1,0,155,60 
7,93,36,1,1,37,50 
7,93,37,1,1,175,100 
7,93,38,1,1,177,100 
7,93,39,1,1,176,90 
7,93,40,1,1,25,80 
7,93,41,1,1,60,100 
7,93,42,1,1,181,100 
7,93,43,1,1,184,100 
7,93,44,1,1,44,60 
7,93,45,1,0,65,100 
7,93,46,1,0,189,80 
7,93,47,1,1,191,90 
7,93,48,1,1,194,100 
7,93,49,1,1,186,100 
7,93,50,1,1,192,70 
7,93,51,1,0,185,100 
7,94,1,0,1,82,70 
7,94,2,0,0,112,60 
7,94,3,1,1,79,60 
7,94,4,1,1,129,70 
7,94,5,1,1,11,50 
7,94,6,1,1,135,80 
7,94,7,0,0,12,70 
7,94,8,1,1,55,60 
7,94,9,1,1,136,60 
7,94,10,0,0,141,60 
7,94,11,1,1,144,60 
7,94,12,1,1,138,80 
7,94,13,1,1,142,70 
7,94,14,1,1,139,70 
7,94,15,1,1,193,80 
7,94,16,1,1,9,90 
7,94,17,1,0,17,60 
7,94,18,1,1,157,90 
7,94,19,1,0,159,80 
7,94,20,1,1,161,80 
7,94,21,0,0,163,60 
7,94,22,1,1,166,80 
7,94,23,1,1,164,60 
7,94,24,1,1,69,60 
7,94,25,1,1,67,50 
7,94,26,1,0,64,50 
7,94,27,1,1,68,90 
7,94,28,1,1,172,80 
7,94,29,1,1,174,100 
7,94,30,1,1,196,50 
7,94,31,1,0,145,80 
7,94,32,1,1,148,80 
7,94,33,1,1,147,100 
7,94,34,1,0,154,60 
7,94,35,1,1,123,90 
7,94,36,1,1,156,80 
7,94,37,1,1,155,70 
7,94,38,1,1,37,60 
7,94,39,1,1,140,90 
7,94,40,1,1,175,100 
7,94,41,1,1,178,70 
7,94,42,1,0,25,60 
7,94,43,1,1,179,100 
7,94,44,1,1,180,60 
7,94,45,1,1,182,90 
7,94,46,1,1,183,100 
7,94,47,1,1,181,100 
7,94,48,0,1,44,60 
7,94,49,1,1,186,100 
7,94,50,1,1,65,100 
7,94,51,1,1,185,80 
7,94,52,1,1,192,70 
7,95,1,0,0,80,70 
7,95,2,1,1,112,70 
7,95,3,1,1,29,100 
7,95,4,0,1,78,90 
7,95,5,1,0,132,100 
7,95,6,1,1,77,80 
7,95,7,0,0,128,60 
7,95,8,1,1,136,70 
7,95,9,1,1,143,70 
7,95,10,1,1,142,70 
7,95,11,0,0,134,60 
7,95,12,1,0,139,80 
7,95,13,1,1,144,70 
7,95,14,1,1,193,80 
7,95,15,1,1,190,60 
7,95,16,1,1,17,90 
7,95,17,1,0,158,50 
7,95,18,1,1,46,80 
7,95,19,1,0,32,90 
7,95,20,1,1,162,80 
7,95,21,1,1,22,90 
7,95,22,1,1,69,50 
7,95,23,1,1,164,60 
7,95,24,1,1,167,60 
7,95,25,1,1,165,50 
7,95,26,1,1,3,80 
7,95,27,1,1,168,60 
7,95,28,1,1,26,90 
7,95,29,1,1,172,60 
7,95,30,1,1,174,100 
7,95,31,1,1,33,90 
7,95,32,1,1,195,90 
7,95,33,1,1,196,60 
7,95,34,1,0,150,80 
7,95,35,1,1,148,70 
7,95,36,1,1,153,80 
7,95,37,1,0,147,100 
7,95,38,1,0,152,100 
7,95,39,1,0,154,80 
7,95,40,1,1,57,100 
7,95,41,1,1,133,70 
7,95,42,1,0,175,100 
7,95,43,1,1,176,90 
7,95,44,1,1,177,80 
7,95,45,1,0,131,80 
7,95,46,1,1,137,90 
7,95,47,1,1,25,70 
7,95,48,1,1,183,100 
7,95,49,1,1,189,50 
7,95,50,1,1,191,80 
7,95,51,1,1,186,100 
7,95,52,1,1,65,100 
7,95,53,1,1,194,100 
7,95,54,1,1,187,90 
7,95,55,1,1,192,70 
7,96,1,1,1,128,80 
7,96,2,1,1,51,70 
7,96,3,1,0,79,70 
7,96,4,0,1,78,80 
7,96,5,0,0,127,70 
7,96,6,1,1,130,80 
7,96,7,1,1,29,100 
7,96,8,1,1,76,50 
7,96,9,1,1,171,70 
7,96,10,1,1,97,90 
7,96,11,1,1,80,90 
7,96,12,1,0,41,100 
7,96,13,1,0,11,70 
7,96,14,1,0,55,60 
7,96,15,1,0,135,80 
7,96,16,1,1,134,90 
7,96,17,1,0,136,80 
7,96,18,1,1,143,90 
7,96,19,1,1,144,50 
7,96,20,0,1,9,70 
7,96,21,1,1,193,90 
7,96,22,1,1,157,90 
7,96,23,1,1,28,80 
7,96,24,1,1,158,100 
7,96,25,1,0,36,60 
7,96,26,1,1,159,90 
7,96,27,1,1,32,80 
7,96,28,1,1,67,60 
7,96,29,1,1,71,100 
7,96,30,1,1,165,70 
7,96,31,1,1,26,100 
7,96,32,1,1,174,90 
7,96,33,1,1,172,80 
7,96,34,1,1,196,50 
7,96,35,1,1,150,80 
7,96,36,1,1,38,70 
7,96,37,1,1,147,100 
7,96,38,1,1,151,80 
7,96,39,1,1,146,60 
7,96,40,1,1,149,60 
7,96,41,1,1,57,100 
7,96,42,1,0,155,60 
7,96,43,1,0,37,50 
7,96,44,1,1,175,100 
7,96,45,1,1,140,100 
7,96,46,1,0,176,80 
7,96,47,1,1,25,70 
7,96,48,1,0,60,60 
7,96,49,1,0,181,100 
7,96,50,1,0,184,80 
7,96,51,1,1,187,90 
7,96,52,1,1,192,70 
7,96,53,1,1,186,100 
7,96,54,1,1,194,100 
7,96,55,1,1,185,90 
7,97,1,1,1,112,50 
7,97,2,1,1,128,80 
7,97,3,1,1,82,60 
7,97,4,1,1,41,100 
7,97,5,0,1,78,70 
7,97,6,1,1,51,80 
7,97,7,1,0,79,60 
7,97,8,1,1,35,70 
7,97,9,1,1,127,70 
7,97,10,1,1,80,100 
7,97,11,1,1,11,80 
7,97,12,1,1,134,90 
7,97,13,1,1,141,100 
7,97,14,1,1,190,70 
7,97,15,1,1,135,90 
7,97,16,1,1,143,80 
7,97,17,1,1,139,80 
7,97,18,1,1,157,90 
7,97,19,1,1,32,80 
7,97,20,1,1,161,100 
7,97,21,1,1,28,100 
7,97,22,1,1,22,90 
7,97,23,1,0,67,80 
7,97,24,1,1,69,80 
7,97,25,1,1,167,50 
7,97,26,1,0,165,50 
7,97,27,1,1,68,90 
7,97,28,1,0,173,80 
7,97,29,1,1,170,90 
7,97,30,0,0,196,50 
7,97,31,1,0,195,60 
7,97,32,1,1,148,60 
7,97,33,1,1,145,100 
7,97,34,1,1,150,80 
7,97,35,1,1,153,70 
7,97,36,1,1,147,100 
7,97,37,1,1,149,90 
7,97,38,1,1,57,100 
7,97,39,1,1,155,90 
7,97,40,1,1,175,100 
7,97,41,1,1,177,100 
7,97,42,1,0,178,80 
7,97,43,1,1,131,100 
7,97,44,1,0,25,50 
7,97,45,1,0,179,50 
7,97,46,1,1,60,70 
7,97,47,1,0,182,80 
7,97,48,1,1,181,100 
7,97,49,1,1,44,70 
7,97,50,1,0,187,100 
7,97,51,1,1,65,100 
7,97,52,1,1,186,100 
7,97,53,1,1,189,90 
7,97,54,0,0,194,100 
7,97,55,1,0,191,80 
7,98,1,1,1,83,70 
7,98,2,1,1,76,70 
7,98,3,1,1,130,80 
7,98,4,0,0,82,60 
7,98,5,1,1,80,80 
7,98,6,1,1,78,70 
7,98,7,1,1,112,50 
7,98,8,1,1,35,60 
7,98,9,1,1,79,80 
7,98,10,1,1,97,100 
7,98,11,1,1,127,80 
7,98,12,1,1,12,100 
7,98,13,1,1,55,70 
7,98,14,1,1,134,100 
7,98,15,1,1,136,100 
7,98,16,1,1,144,60 
7,98,17,1,1,157,90 
7,98,18,1,1,159,80 
7,98,19,1,0,160,50 
7,98,20,1,1,162,70 
7,98,21,1,1,46,90 
7,98,22,1,1,22,100 
7,98,23,1,1,71,100 
7,98,24,1,1,165,80 
7,98,25,1,1,167,60 
7,98,26,1,1,68,90 
7,98,27,0,0,3,60 
7,98,28,1,1,169,90 
7,98,29,1,1,170,80 
7,98,30,1,1,33,90 
7,98,31,1,1,173,90 
7,98,32,1,0,174,100 
7,98,33,1,1,196,70 
7,98,34,1,1,195,70 
7,98,35,1,1,148,70 
7,98,36,1,1,147,100 
7,98,37,1,0,149,70 
7,98,38,1,1,150,80 
7,98,39,1,1,153,80 
7,98,40,1,1,156,80 
7,98,41,1,1,37,60 
7,98,42,1,1,133,60 
7,98,43,0,0,175,100 
7,98,44,1,1,140,90 
7,98,45,1,1,178,90 
7,98,46,1,1,179,100 
7,98,47,1,1,180,70 
7,98,48,1,0,60,60 
7,98,49,1,1,182,90 
7,98,50,1,0,65,100 
7,98,51,1,1,192,70 
7,98,52,1,1,186,100 
7,98,53,0,0,185,50 
7,98,54,1,1,187,80 
7,99,1,0,0,77,70 
7,99,2,0,1,29,100 
7,99,3,0,1,76,50 
7,99,4,0,0,51,70 
7,99,5,0,1,79,60 
7,99,6,0,1,132,100 
7,99,7,1,1,129,70 
7,99,8,0,1,41,90 
7,99,9,0,1,11,70 
7,99,10,0,1,55,60 
7,99,11,0,1,138,50 
7,99,12,0,1,12,70 
7,99,13,0,1,134,50 
7,99,14,0,0,135,80 
7,99,15,0,0,143,80 
7,99,16,0,1,136,80 
7,99,17,0,1,144,70 
7,99,18,1,1,157,70 
7,99,19,1,1,159,70 
7,99,20,0,1,161,80 
7,99,21,0,1,160,60 
7,99,22,0,0,46,80 
7,99,23,0,0,28,90 
7,99,24,0,1,163,70 
7,99,25,0,1,166,80 
7,99,26,1,1,164,50 
7,99,27,1,1,67,50 
7,99,28,0,0,165,50 
7,99,29,0,0,64,90 
7,99,30,0,0,68,90 
7,99,31,0,1,173,80 
7,99,32,1,1,174,100 
7,99,33,0,1,172,60 
7,99,34,0,1,196,50 
7,99,35,0,1,195,80 
7,99,36,0,1,146,70 
7,99,37,0,0,155,50 
7,99,38,1,1,37,60 
7,99,39,0,1,133,50 
7,99,40,1,1,177,50 
7,99,41,0,1,131,70 
7,99,42,0,1,178,70 
7,99,43,1,1,25,80 
7,99,44,1,1,179,50 
7,99,45,0,1,180,50 
7,99,46,0,1,60,70 
7,99,47,0,0,183,100 
7,99,48,1,1,181,60 
7,99,49,1,1,188,80 
7,99,50,0,1,194,100 
7,99,51,1,1,186,100 
7,99,52,1,1,187,70 
7,99,53,0,1,192,70 
7,100,1,1,1,51,80 
7,100,2,1,1,29,80 
7,100,3,1,1,79,60 
7,100,4,1,1,83,50 
7,100,5,0,0,112,70 
7,100,6,1,0,35,70 
7,100,7,1,0,129,50 
7,100,8,1,1,55,80 
7,100,9,1,1,136,100 
7,100,10,0,0,138,50 
7,100,11,1,1,139,80 
7,100,12,1,1,144,60 
7,100,13,1,1,17,70 
7,100,14,1,1,157,90 
7,100,15,1,1,46,80 
7,100,16,1,1,160,90 
7,100,17,1,1,36,80 
7,100,18,1,1,161,90 
7,100,19,1,1,158,70 
7,100,20,1,1,32,90 
7,100,21,1,1,162,90 
7,100,22,1,1,163,80 
7,100,23,1,1,22,90 
7,100,24,1,1,64,80 
7,100,25,1,1,71,80 
7,100,26,1,1,164,70 
7,100,27,1,1,3,70 
7,100,28,1,1,168,70 
7,100,29,1,1,169,90 
7,100,30,1,1,173,100 
7,100,31,1,1,174,100 
7,100,32,1,1,172,90 
7,100,33,1,1,195,70 
7,100,34,1,1,196,50 
7,100,35,0,0,148,80 
7,100,36,1,1,145,100 
7,100,37,1,1,153,80 
7,100,38,1,1,149,90 
7,100,39,1,1,151,80 
7,100,40,1,1,154,100 
7,100,41,1,0,57,100 
7,100,42,1,1,155,60 
7,100,43,1,0,175,100 
7,100,44,1,0,176,80 
7,100,45,1,1,131,80 
7,100,46,1,0,178,90 
7,100,47,1,1,180,70 
7,100,48,1,0,60,60 
7,100,49,1,1,44,70 
7,100,50,1,1,183,100 
7,100,51,1,1,184,80 
7,100,52,1,0,65,100 
7,100,53,1,0,194,100 
7,100,54,1,1,188,80 
7,100,55,1,1,191,90 
7,101,1,1,1,82,60 
7,101,2,1,1,41,100 
7,101,3,1,1,97,100 
7,101,4,1,0,29,100 
7,101,5,1,1,79,80 
7,101,6,1,1,78,70 
7,101,7,1,1,132,100 
7,101,8,1,0,76,50 
7,101,9,1,0,127,70 
7,101,10,1,1,80,90 
7,101,11,1,1,135,90 
7,101,12,1,1,141,100 
7,101,13,1,1,142,100 
7,101,14,1,1,139,80 
7,101,15,1,1,136,100 
7,101,16,1,1,190,100 
7,101,17,1,1,144,60 
7,101,18,0,0,9,70 
7,101,19,1,1,157,90 
7,101,20,1,1,160,70 
7,101,21,1,1,32,100 
7,101,22,1,1,161,90 
7,101,23,1,0,46,70 
7,101,24,1,0,22,70 
7,101,25,1,1,165,50 
7,101,26,1,1,166,70 
7,101,27,1,1,3,80 
7,101,28,1,0,26,100 
7,101,29,0,0,168,60 
7,101,30,1,1,169,90 
7,101,31,1,1,174,100 
7,101,32,1,1,173,100 
7,101,33,1,0,33,90 
7,101,34,1,1,196,50 
7,101,35,1,1,146,90 
7,101,36,1,1,145,90 
7,101,37,1,1,38,70 
7,101,38,1,1,150,90 
7,101,39,1,1,151,60 
7,101,40,1,1,154,100 
7,101,41,1,1,57,100 
7,101,42,1,1,156,90 
7,101,43,1,1,155,90 
7,101,44,1,1,176,90 
7,101,45,1,1,137,90 
7,101,46,1,1,131,90 
7,101,47,1,0,25,50 
7,101,48,1,0,179,50 
7,101,49,1,1,180,80 
7,101,50,1,1,181,100 
7,101,51,1,1,183,100 
7,101,52,1,0,182,70 
7,101,53,1,0,184,100 
7,101,54,1,1,189,80 
7,101,55,1,1,186,100 
7,101,56,1,1,187,70 
7,101,57,1,1,192,70 
7,102,1,1,1,76,60 
7,102,2,1,1,129,70 
7,102,3,1,1,78,60 
7,102,4,1,1,112,70 
7,102,5,1,1,29,100 
7,102,6,0,0,79,50 
7,102,7,1,1,41,90 
7,102,8,1,1,128,80 
7,102,9,1,0,55,70 
7,102,10,1,0,135,80 
7,102,11,1,1,11,70 
7,102,12,1,1,138,80 
7,102,13,1,0,139,80 
7,102,14,1,1,190,80 
7,102,15,0,0,144,60 
7,102,16,1,1,193,90 
7,102,17,1,0,142,50 
7,102,18,1,1,28,100 
7,102,19,1,1,157,90 
7,102,20,1,1,32,100 
7,102,21,1,1,158,100 
7,102,22,1,0,162,90 
7,102,23,1,0,163,60 
7,102,24,1,1,71,90 
7,102,25,1,0,69,60 
7,102,26,1,1,68,90 
7,102,27,1,1,3,70 
7,102,28,1,1,169,90 
7,102,29,1,1,170,70 
7,102,30,1,1,173,100 
7,102,31,1,0,174,100 
7,102,32,1,1,195,70 
7,102,33,1,1,146,80 
7,102,34,1,0,149,100 
7,102,35,1,1,150,80 
7,102,36,1,1,152,100 
7,102,37,1,1,153,80 
7,102,38,1,1,154,90 
7,102,39,1,1,155,90 
7,102,40,1,1,156,90 
7,102,41,1,1,37,60 
7,102,42,1,1,177,100 
7,102,43,1,1,176,80 
7,102,44,1,1,178,90 
7,102,45,1,1,137,90 
7,102,46,1,1,179,100 
7,102,47,1,1,180,70 
7,102,48,1,1,182,90 
7,102,49,1,1,181,100 
7,102,50,1,1,184,80 
7,102,51,0,0,188,80 
7,102,52,1,1,194,100 
7,102,53,1,1,191,90 
7,103,1,1,1,80,60 
7,103,2,0,0,29,100 
7,103,3,1,1,78,70 
7,103,4,1,1,132,100 
7,103,5,1,1,77,80 
7,103,6,1,1,171,80 
7,103,7,1,0,41,60 
7,103,8,1,0,135,80 
7,103,9,1,1,11,60 
7,103,10,1,0,12,70 
7,103,11,1,0,136,70 
7,103,12,1,1,134,90 
7,103,13,0,0,9,60 
7,103,14,1,1,17,80 
7,103,15,1,0,36,50 
7,103,16,1,1,159,70 
7,103,17,1,1,160,80 
7,103,18,1,1,28,90 
7,103,19,1,1,162,80 
7,103,20,1,1,163,80 
7,103,21,1,1,22,80 
7,103,22,1,1,164,50 
7,103,23,1,1,71,100 
7,103,24,1,0,67,50 
7,103,25,1,1,64,80 
7,103,26,0,0,3,60 
7,103,27,1,1,26,100 
7,103,28,1,1,168,80 
7,103,29,1,1,33,80 
7,103,30,1,1,170,70 
7,103,31,1,1,173,90 
7,103,32,1,1,172,80 
7,103,33,1,0,195,80 
7,103,34,1,1,196,50 
7,103,35,0,0,147,50 
7,103,36,0,0,149,100 
7,103,37,1,1,148,60 
7,103,38,1,1,150,70 
7,103,39,0,0,38,70 
7,103,40,1,1,152,100 
7,103,41,1,1,123,70 
7,103,42,1,1,155,70 
7,103,43,1,1,133,80 
7,103,44,1,1,37,60 
7,103,45,1,1,177,70 
7,103,46,1,1,176,80 
7,103,47,1,1,131,60 
7,103,48,1,1,178,80 
7,103,49,0,0,25,80 
7,103,50,1,1,179,100 
7,103,51,1,1,60,70 
7,103,52,1,1,184,80 
7,103,53,1,1,185,80 
7,104,1,0,0,78,90 
7,104,2,1,1,82,70 
7,104,3,1,1,29,100 
7,104,4,1,1,76,60 
7,104,5,0,0,171,100 
7,104,6,1,1,79,50 
7,104,7,1,1,97,70 
7,104,8,1,1,80,90 
7,104,9,0,0,77,70 
7,104,10,1,1,129,70 
7,104,11,1,1,41,100 
7,104,12,0,0,12,70 
7,104,13,1,1,135,80 
7,104,14,1,1,55,80 
7,104,15,1,1,11,70 
7,104,16,1,1,190,70 
7,104,17,1,1,139,80 
7,104,18,1,1,9,80 
7,104,19,1,1,17,80 
7,104,20,1,0,36,50 
7,104,21,0,1,28,60 
7,104,22,1,1,159,60 
7,104,23,1,1,32,60 
7,104,24,1,1,160,70 
7,104,25,1,0,161,70 
7,104,26,1,1,164,60 
7,104,27,1,1,69,60 
7,104,28,1,1,167,60 
7,104,29,1,1,67,70 
7,104,30,1,1,165,60 
7,104,31,1,1,64,90 
7,104,32,1,1,68,100 
7,104,33,1,1,168,60 
7,104,34,1,0,170,50 
7,104,35,1,1,172,80 
7,104,36,1,1,195,90 
7,104,37,1,1,150,70 
7,104,38,1,1,152,100 
7,104,39,1,1,153,80 
7,104,40,1,1,147,100 
7,104,41,1,1,154,90 
7,104,42,1,0,57,100 
7,104,43,1,1,155,90 
7,104,44,1,0,156,60 
7,104,45,1,0,177,90 
7,104,46,1,1,176,90 
7,104,47,1,1,137,80 
7,104,48,1,1,179,100 
7,104,49,1,1,25,70 
7,104,50,1,0,180,50 
7,104,51,1,1,44,70 
7,104,52,1,0,187,70 
7,104,53,1,1,194,100 
7,104,54,1,0,65,100 
7,104,55,1,1,192,70 
7,104,56,1,1,189,80 
7,105,1,1,1,51,70 
7,105,2,1,1,130,60 
7,105,3,1,1,83,50 
7,105,4,0,0,112,70 
7,105,5,1,1,132,100 
7,105,6,1,1,35,60 
7,105,7,1,1,77,70 
7,105,8,1,1,128,90 
7,105,9,0,0,129,70 
7,105,10,0,0,97,90 
7,105,11,1,1,135,80 
7,105,12,1,1,55,70 
7,105,13,1,1,12,90 
7,105,14,1,0,142,80 
7,105,15,1,1,134,90 
7,105,16,1,1,9,100 
7,105,17,1,1,143,70 
7,105,18,1,0,139,70 
7,105,19,1,1,157,90 
7,105,20,1,0,158,50 
7,105,21,1,1,28,80 
7,105,22,1,1,161,80 
7,105,23,1,1,46,90 
7,105,24,1,1,160,90 
7,105,25,1,1,163,70 
7,105,26,1,1,22,90 
7,105,27,1,1,164,60 
7,105,28,1,1,3,70 
7,105,29,1,1,170,80 
7,105,30,1,1,33,90 
7,105,31,1,1,173,100 
7,105,32,1,1,195,90 
7,105,33,1,1,38,70 
7,105,34,1,0,148,80 
7,105,35,1,1,152,100 
7,105,36,1,1,151,80 
7,105,37,1,1,154,100 
7,105,38,1,1,155,60 
7,105,39,1,1,156,70 
7,105,40,1,1,133,60 
7,105,41,1,1,37,70 
7,105,42,1,1,176,90 
7,105,43,1,0,177,90 
7,105,44,1,1,137,90 
7,105,45,1,0,178,80 
7,105,46,1,1,25,80 
7,105,47,1,1,180,70 
7,105,48,0,0,182,90 
7,105,49,1,1,181,100 
7,105,50,0,1,188,60 
7,105,51,1,1,185,70 
7,105,52,1,0,65,100 
7,105,53,1,1,192,70 
7,106,1,1,1,112,70 
7,106,2,1,1,128,80 
7,106,3,1,1,130,80 
7,106,4,1,1,127,70 
7,106,5,0,0,129,70 
7,106,6,1,1,29,100 
7,106,7,1,1,76,50 
7,106,8,1,1,51,70 
7,106,9,1,1,79,60 
7,106,10,1,1,171,80 
7,106,11,1,1,35,50 
7,106,12,1,0,80,100 
7,106,13,1,1,77,80 
7,106,14,1,0,12,70 
7,106,15,1,0,141,100 
7,106,16,1,1,143,80 
7,106,17,1,1,136,90 
7,106,18,1,0,138,80 
7,106,19,1,1,142,90 
7,106,20,1,0,139,80 
7,106,21,1,0,28,70 
7,106,22,1,0,17,70 
7,106,23,1,0,36,50 
7,106,24,1,1,162,100 
7,106,25,0,1,164,50 
7,106,26,1,1,69,80 
7,106,27,1,1,67,70 
7,106,28,1,1,166,90 
7,106,29,1,1,167,80 
7,106,30,1,1,3,80 
7,106,31,1,0,68,80 
7,106,32,1,1,168,80 
7,106,33,1,1,26,100 
7,106,34,1,1,169,90 
7,106,35,1,1,33,90 
7,106,36,1,1,172,100 
7,106,37,1,1,173,70 
7,106,38,1,0,174,100 
7,106,39,1,1,148,60 
7,106,40,1,1,145,90 
7,106,41,1,1,147,100 
7,106,42,1,1,153,80 
